,日期,星期,最高温度,最低温度,天气,风向
1249,2014/6/15, 星期一 ,20℃,30℃,多云,南风 旋转风小于3级
1250,2014/6/16, 星期二 ,22℃,31℃,晴转多云,南风 旋转风小于3级
1251,2014/6/17, 星期二 ,34℃,21℃,晴转多云,南风 旋转风小于3级
1252,2014/6/18, 星期四 ,22℃,29℃,中雨转阵雨,北风 旋转风小于3级
1253,2014/6/19, 星期五 ,22℃,31℃,多云,西北风 旋转风小于3级
1254,2014/6/20, 星期六 ,22℃,29℃,阴,南风 旋转风小于3级
1255,2014/6/21, 星期日 ,22℃,30℃,阴,东南风 旋转风小于3级
1256,2014/6/22, 星期一 ,20℃,25℃,小雨转中雨,东风 旋转风小于3级
1257,2014/6/23, 星期一 ,24℃,21℃,小雨,东风 旋转风小于3级
1258,2014/6/24, 星期三 ,20℃,27℃,多云,西北风 旋转风小于3级
1259,2014/6/25, 星期四 ,22℃,27℃,阵雨转多云,东南风 旋转风小于3级
1260,2014/6/26, 星期五 ,23℃,30℃,阴转小雨,东南风 旋转风小于3级
1261,2014/6/27, 星期六 ,23℃,26℃,小雨转阴,西北风 旋转风小于3级
1262,2014/6/28, 星期日 ,21℃,27℃,阴,西北风 旋转风小于3级
1263,2014/6/29, 星期一 ,20℃,25℃,小雨,南风 旋转风小于3级
1264,2014/6/30, 星期一 ,29℃,21℃,小雨转阴,西南风 旋转风小于3级
1265,2014/7/1, 星期二 ,29℃,21℃,多云,南风 旋转风小于3级
1266,2014/7/2, 星期三 ,31℃,23℃,阴转多云,暂无实况 旋转风小于3级
1267,2014/7/3, 星期五 ,21℃,33℃,多云,北风 旋转风小于3级
1268,2014/7/4, 星期六 ,24℃,33℃,多云转小雨,东南风 旋转风小于3级
1269,2014/7/5, 星期六 ,28℃,24℃,小雨,北风 旋转风小于3级
1270,2014/7/6, 星期日 ,27℃,24℃,小雨转中雨,西风 旋转风小于3级
1271,2014/7/7, 星期二 ,24℃,29℃,小雨,北风 旋转风小于3级
1272,2014/7/8, 星期二 ,29℃,25℃,小雨,北风 旋转风小于3级
1273,2014/7/9, 星期三 ,26℃,23℃,大雨转中雨,东北风 旋转风小于3级
1274,2014/7/10, 星期四 ,29℃,21℃,中雨转阴,西风 旋转风小于3级
1275,2014/7/11, 星期五 ,29℃,22℃,多云,旋转风 小于3级
1276,2014/7/12, 星期六 ,28℃,23℃,阴转多云,旋转风 小于3级
1277,2014/7/13, 星期日 ,32℃,22℃,多云,旋转风 小于3级
1278,2014/7/14, 星期一 ,31℃,23℃,阵雨转多云,旋转风 小于3级
1279,2014/7/15, 星期三 ,32℃,23℃,阴,旋转风 小于3级
1280,2014/7/16, 星期三 ,33℃,23℃,阴转多云,旋转风 小于3级
1281,2014/7/17, 星期五 ,32℃,23℃,多云,旋转风 小于3级
1282,2014/7/18, 星期五 ,30℃,24℃,阴转阵雨,旋转风 小于3级
1283,2014/7/19, 星期日 ,28℃,23℃,小雨,旋转风 小于3级
1284,2014/7/20, 星期日 ,29℃,23℃,中到大雨转阴,旋转风 小于3级
1285,2014/7/21, 星期二 ,30℃,23℃,小雨转多云,旋转风 小于3级
1286,2014/7/22, 星期二 ,33℃,25℃,阴转多云,旋转风 小于3级
1287,2014/7/23, 星期四 ,35℃,26℃,多云转阴,旋转风 小于3级
1288,2014/7/24, 星期四 ,36℃,25℃,阴转多云,旋转风 小于3级
1289,2014/7/25, 星期六 ,34℃,22℃,多云转晴,旋转风 小于3级
1290,2014/7/26, 星期六 ,34℃,24℃,晴转多云,旋转风 小于3级
1291,2014/7/27, 星期日 ,35℃,25℃,多云,旋转风 小于3级
1292,2014/7/28, 星期一 ,34℃,25℃,多云,旋转风 小于3级
1293,2014/7/29, 星期二 ,34℃,25℃,多云,旋转风 小于3级
1294,2014/7/30, 星期三 ,34℃,24℃,小雨,旋转风 小于3级
1295,2014/7/31, 星期四 ,34℃,25℃,小雨转阵雨,旋转风 小于3级
1296,2014/8/1, 星期五 ,30℃,23℃,小雨转阴,旋转风 小于3级
1297,2014/8/2, 星期日 ,32℃,24℃,多云,旋转风 小于3级
1298,2014/8/3, 星期日 ,34℃,24℃,多云,旋转风 小于3级
1299,2014/8/4, 星期二 ,34℃,25℃,多云,旋转风 小于3级
1300,2014/8/5, 星期二 ,34℃,25℃,多云,旋转风 小于3级
1301,2014/8/6, 星期四 ,34℃,25℃,小雨,旋转风 小于3级
1302,2014/8/7, 星期四 ,30℃,25℃,中雨,旋转风 小于3级
1303,2014/8/8, 星期六 ,28℃,24℃,大雨,旋转风 小于3级
1304,2014/8/9, 星期六 ,27℃,24℃,中雨,旋转风 小于3级
1305,2014/8/10, 星期一 ,27℃,22℃,阴,旋转风 小于3级
1306,2014/8/11, 星期一 ,30℃,22℃,多云,旋转风 小于3级
1307,2014/8/12, 星期三 ,31℃,23℃,阴转多云,旋转风 小于3级
1308,2014/8/13, 星期三 ,30℃,22℃,阴转多云,旋转风 小于3级
1309,2014/8/14, 星期五 ,32℃,22℃,阴转多云,旋转风 小于3级
1310,2014/8/15, 星期五 ,28℃,22℃,小雨,旋转风 小于3级
1311,2014/8/16, 星期日 ,27℃,23℃,小雨,旋转风 小于3级
1312,2014/8/17, 星期日 ,30℃,22℃,阴,旋转风 小于3级
1313,2014/8/18, 星期二 ,30℃,22℃,阴转多云,旋转风 小于3级
1314,2014/8/19, 星期二 ,31℃,23℃,多云,旋转风 小于3级
1315,2014/8/20, 星期四 ,31℃,22℃,阴,旋转风 小于3级
1316,2014/8/21, 星期四 ,27℃,23℃,小雨,旋转风 小于3级
1317,2014/8/22, 星期五 ,24℃,20℃,小雨,旋转风 小于3级
1318,2014/8/23, 星期日 ,28℃,20℃,阴转多云,旋转风 小于3级
1319,2014/8/24, 星期日 ,31℃,21℃,多云,旋转风 小于3级
1320,2014/8/25, 星期一 ,29℃,22℃,多云,旋转风 小于3级
1321,2014/8/26, 星期二 ,26℃,20℃,多云,旋转风 小于3级
1322,2014/8/27, 星期四 ,25℃,21℃,小雨,旋转风 小于3级
1323,2014/8/28, 星期四 ,28℃,20℃,阴,旋转风 小于3级
1324,2014/8/29, 星期六 ,28℃,21℃,阴转阵雨,旋转风 小于3级
1325,2014/8/30, 星期六 ,26℃,22℃,中雨转小雨,旋转风 小于3级
1326,2014/8/31, 星期一 ,27℃,22℃,小雨,旋转风 小于3级
1327,2014/9/1, 星期一 ,25℃,21℃,大雨转小雨,东北风 小于3级~3-4级
1328,2014/9/2, 星期三 ,29℃,21℃,阴转多云,旋转风 小于3级
1329,2014/9/3, 星期三 ,27℃,20℃,多云,旋转风 小于3级
1330,2014/9/4, 星期五 ,25℃,20℃,多云,旋转风 小于3级
1331,2014/9/5, 星期五 ,27℃,19℃,阴,旋转风 小于3级
1332,2014/9/6, 星期日 ,26℃,21℃,阵雨转阴,旋转风 小于3级
1333,2014/9/7, 星期日 ,25℃,22℃,小雨,旋转风 小于3级
1334,2014/9/8, 星期一 ,27℃,22℃,阴,旋转风 小于3级
1335,2014/9/9, 星期二 ,27℃,22℃,小雨,旋转风 小于3级
1336,2014/9/10, 星期四 ,27℃,22℃,小到中雨,旋转风 小于3级
1337,2014/9/11, 星期四 ,27℃,22℃,多云转阴,旋转风 小于3级
1338,2014/9/12, 星期六 ,28℃,22℃,中雨转阴,旋转风 小于3级
1339,2014/9/13, 星期六 ,25℃,23℃,小雨,旋转风 小于3级
1340,2014/9/14, 星期一 ,25℃,21℃,阵雨转阴,旋转风 小于3级
1341,2014/9/15, 星期一 ,26℃,20℃,小雨,旋转风 小于3级
1342,2014/9/16, 星期二 ,24℃,20℃,小雨,旋转风 小于3级
1343,2014/9/17, 星期三 ,23℃,19℃,小雨,旋转风 小于3级
1344,2014/9/18, 星期五 ,23℃,18℃,小雨,旋转风 小于3级
1345,2014/9/19, 星期六 ,27℃,19℃,阴转多云,旋转风 小于3级
1346,2014/9/20, 星期六 ,27℃,20℃,多云,旋转风 小于3级
1347,2014/9/21, 星期一 ,25℃,20℃,小雨,旋转风 小于3级
1348,2014/9/22, 星期一 ,24℃,19℃,小雨转阴,旋转风 小于3级
1349,2014/9/23, 星期三 ,25℃,19℃,阵雨转阴,旋转风 小于3级
1350,2014/9/24, 星期三 ,26℃,18℃,阴转多云,旋转风 小于3级
1351,2014/9/25, 星期五 ,24℃,18℃,阴,旋转风 小于3级
1352,2014/9/26, 星期五 ,23℃,18℃,小雨,旋转风 小于3级
1353,2014/9/27, 星期日 ,22℃,19℃,小雨转阴,旋转风 小于3级
1354,2014/9/28, 星期日 ,26℃,19℃,小雨转多云,旋转风 小于3级
1355,2014/9/29, 星期二 ,29℃,19℃,多云,旋转风 小于3级
1356,2014/9/30, 星期二 ,25℃,19℃,阴,旋转风 小于3级
1357,2014/10/1, 星期四 ,26℃,19℃,小雨,旋转风 小于3级
1358,2014/10/2, 星期四 ,28℃,19℃,多云转晴,旋转风 小于3级
1359,2014/10/3, 星期六 ,26℃,18℃,阴转小雨,旋转风 小于3级
1360,2014/10/4, 星期六 ,27℃,19℃,阴转多云,旋转风 小于3级
1361,2014/10/5, 星期日 ,27℃,18℃,多云转晴,旋转风 小于3级
1362,2014/10/6, 星期一 ,27℃,18℃,晴转多云,旋转风 小于3级
1363,2014/10/7, 星期二 ,28℃,18℃,阴,旋转风 小于3级
1364,2014/10/8, 星期三 ,26℃,18℃,阴,旋转风 小于3级
1365,2014/10/9, 星期五 ,24℃,18℃,阴,旋转风 小于3级
1366,2014/10/10, 星期五 ,22℃,18℃,阴,旋转风 小于3级
1367,2014/10/11, 星期日 ,21℃,17℃,中雨,旋转风 小于3级
1368,2014/10/12, 星期日 ,17℃,15℃,小雨转阴,旋转风 小于3级
1369,2014/10/13, 星期二 ,16℃,13℃,阴,旋转风 小于3级
1370,2014/10/14, 星期二 ,20℃,13℃,阴,旋转风 小于3级
1371,2014/10/15, 星期四 ,18℃,14℃,多云转阴,旋转风 小于3级
1372,2014/10/16, 星期四 ,16℃,14℃,小雨,旋转风 小于3级
1373,2014/10/17, 星期六 ,18℃,15℃,小雨,旋转风 小于3级
1374,2014/10/18, 星期六 ,19℃,15℃,小雨,旋转风 小于3级
1375,2014/10/19, 星期一 ,21℃,16℃,阴,旋转风 小于3级
1376,2014/10/20, 星期一 ,25℃,17℃,阴转多云,旋转风 小于3级
1377,2014/10/21, 星期三 ,25℃,16℃,多云,旋转风 小于3级
1378,2014/10/22, 星期四 ,23℃,16℃,阴转小雨,旋转风 小于3级
1379,2014/10/23, 星期四 ,24℃,15℃,多云,旋转风 小于3级
1380,2014/10/24, 星期六 ,24℃,16℃,阴,旋转风 小于3级
1381,2014/10/25, 星期六 ,22℃,14℃,晴转阴,旋转风 小于3级
1382,2014/10/26, 星期一 ,23℃,16℃,多云转阴,旋转风 小于3级
1383,2014/10/27, 星期二 ,20℃,17℃,小雨转中雨,旋转风 小于3级
1384,2014/10/28, 星期二 ,22℃,15℃,中雨转小雨,旋转风 小于3级
1385,2014/10/29, 星期四 ,19℃,15℃,阴,旋转风 小于3级
1386,2014/10/30, 星期五 ,20℃,15℃,小雨,旋转风 小于3级
1387,2014/10/31, 星期五 ,18℃,14℃,小雨,旋转风 小于3级
1388,2014/11/1, 星期日 ,17℃,13℃,小雨,旋转风 小于3级
1389,2014/11/2, 星期一 ,17℃,10℃,阴转晴,旋转风 小于3级
1390,2014/11/3, 星期一 ,17℃,10℃,晴,旋转风 小于3级
1391,2014/11/4, 星期三 ,17℃,8℃,多云转阴,旋转风 小于3级
1392,2014/11/5, 星期三 ,20℃,10℃,多云转阴,旋转风 小于3级
1393,2014/11/6, 星期五 ,15℃,12℃,阴转小雨,旋转风 小于3级
1394,2014/11/7, 星期五 ,15℃,11℃,阴,旋转风 小于3级
1395,2014/11/8, 星期五 ,14℃,11℃,小雨,旋转风 小于3级
1396,2014/11/9, 星期五 ,14℃,11℃,小雨,旋转风 小于3级
1397,2014/11/10, 星期二 ,14℃,11℃,小雨,旋转风 小于3级
1398,2014/11/11, 星期二 ,17℃,11℃,阴转多云,旋转风 小于3级
1399,2014/11/12, 星期四 ,16℃,9℃,阴,旋转风 小于3级
1400,2014/11/13, 星期四 ,16℃,10℃,晴,旋转风 小于3级
1401,2014/11/14, 星期六 ,15℃,5℃,多云,旋转风 小于3级
1402,2014/11/15, 星期六 ,17℃,10℃,小雨转多云,旋转风 小于3级
1403,2014/11/16, 星期一 ,15℃,10℃,阴,旋转风 小于3级
1404,2014/11/17, 星期一 ,14℃,9℃,小雨,旋转风 小于3级
1405,2014/11/18, 星期三 ,13℃,9℃,小雨,旋转风 小于3级
1406,2014/11/19, 星期三 ,15℃,8℃,多云转阴,旋转风 小于3级
1407,2014/11/20, 星期五 ,14℃,10℃,多云转阴,旋转风 小于3级
1408,2014/11/21, 星期五 ,14℃,9℃,多云转阴,旋转风 小于3级
1409,2014/11/22, 星期日 ,15℃,10℃,小雨转阴,旋转风 小于3级
1410,2014/11/23, 星期日 ,14℃,10℃,阴转小雨,旋转风 小于3级
1411,2014/11/24, 星期二 ,15℃,10℃,小雨转阴,旋转风 小于3级
1412,2014/11/25, 星期二 ,15℃,8℃,多云转晴,旋转风 小于3级
1413,2014/11/26, 星期四 ,14℃,9℃,多云,旋转风 小于3级
1414,2014/11/27, 星期四 ,16℃,8℃,阴转多云,旋转风 小于3级
1415,2014/11/28, 星期五 ,14℃,10℃,阴,旋转风 小于3级
1416,2014/11/29, 星期六 ,14℃,8℃,小雨转阴,旋转风 小于3级
1417,2014/11/30, 星期日 ,12℃,9℃,阴,旋转风 小于3级
1418,2014/12/1, 星期一 ,12℃,7℃,阴转多云,旋转风 小于3级
1419,2014/12/2, 星期二 ,12℃,9℃,阴,旋转风 小于3级
1420,2014/12/3, 星期三 ,13℃,8℃,阴转多云,旋转风 小于3级
1421,2014/12/4, 星期四 ,11℃,5℃,多云,旋转风 小于3级
1422,2014/12/5, 星期五 ,13℃,6℃,多云,旋转风 小于3级
1423,2014/12/6, 星期六 ,11℃,7℃,阴,旋转风 小于3级
1424,2014/12/7, 星期日 ,13℃,6℃,阴,旋转风 小于3级
1425,2014/12/8, 星期一 ,12℃,6℃,晴转多云,旋转风 小于3级
1426,2014/12/9, 星期二 ,8℃,6℃,小雨,旋转风 小于3级
1427,2014/12/10, 星期三 ,8℃,6℃,小雨,旋转风 小于3级
1428,2014/12/11, 星期四 ,9℃,3℃,阴转多云,旋转风 小于3级
1429,2014/12/12, 星期五 ,11℃,4℃,多云转晴,旋转风 小于3级
1430,2014/12/13, 星期六 ,10℃,3℃,晴,旋转风 小于3级
1431,2014/12/14, 星期日 ,8℃,2℃,多云,旋转风 小于3级
1432,2014/12/15, 星期一 ,8℃,3℃,多云,旋转风 小于3级
1433,2014/12/16, 星期二 ,8℃,3℃,阴,旋转风 小于3级
1434,2014/12/17, 星期三 ,11℃,3℃,阴转多云,旋转风 小于3级
1435,2014/12/18, 星期四 ,9℃,2℃,阴转多云,旋转风 小于3级
1436,2014/12/19, 星期五 ,10℃,3℃,晴,旋转风 小于3级
1437,2014/12/20, 星期六 ,11℃,1℃,阴转多云,旋转风 小于3级
1438,2014/12/21, 星期日 ,8℃,3℃,多云转晴,旋转风 小于3级
1439,2014/12/22, 星期一 ,7℃,2℃,晴转多云,旋转风 小于3级
1440,2014/12/23, 星期二 ,10℃,2℃,阴转多云,旋转风 小于3级
1441,2014/12/24, 星期三 ,7℃,2℃,晴转多云,旋转风 小于3级
1442,2014/12/25, 星期四 ,10℃,5℃,阴,旋转风 小于3级
1443,2014/12/26, 星期五 ,9℃,5℃,阴转小雨,旋转风 小于3级
1444,2014/12/27, 星期六 ,12℃,6℃,多云转阴,旋转风 小于3级
1445,2014/12/28, 星期日 ,14℃,3℃,晴,旋转风 小于3级
1446,2014/12/29, 星期一 ,13℃,3℃,晴,旋转风 小于3级
1447,2014/12/30, 星期二 ,13℃,4℃,晴,旋转风 小于3级
1448,2014/12/31, 星期三 ,12℃,3℃,多云转晴,旋转风 小于3级
1449,2015/1/1, 星期四 ,8℃,3℃,多云转阴,旋转风 小于3级
1450,2015/1/2, 星期五 ,9℃,4℃,多云转阴,旋转风 小于3级
1451,2015/1/3, 星期六 ,10℃,4℃,多云,旋转风 小于3级
1452,2015/1/4, 星期日 ,10℃,4℃,多云,旋转风 小于3级
1453,2015/1/5, 星期一 ,8℃,4℃,阴,旋转风 小于3级
1454,2015/1/6, 星期二 ,10℃,4℃,阴转晴,旋转风 小于3级
1455,2015/1/7, 星期三 ,10℃,3℃,晴转阴,旋转风 小于3级
1456,2015/1/8, 星期四 ,11℃,4℃,阴转多云,旋转风 小于3级
1457,2015/1/9, 星期五 ,12℃,4℃,多云转阴,旋转风 小于3级
1458,2015/1/10, 星期六 ,12℃,4℃,晴转阴,旋转风 小于3级
1459,2015/1/11, 星期日 ,13℃,3℃,阴,旋转风 小于3级
1460,2015/1/12, 星期一 ,11℃,4℃,多云转阴,旋转风 小于3级
1461,2015/1/13, 星期二 ,10℃,5℃,阴,旋转风 小于3级
1462,2015/1/14, 星期三 ,10℃,5℃,阴,旋转风 小于3级
1463,2015/1/15, 星期四 ,12℃,6℃,阴,旋转风 小于3级
1464,2015/1/16, 星期五 ,11℃,5℃,阴,旋转风 小于3级
1465,2015/1/17, 星期六 ,10℃,5℃,阴转小雨,旋转风 小于3级
1466,2015/1/18, 星期日 ,13℃,4℃,阴转多云,旋转风 小于3级
1467,2015/1/19, 星期一 ,11℃,3℃,多云,旋转风 小于3级
1468,2015/1/20, 星期二 ,13℃,3℃,阴转多云,旋转风 小于3级
1469,2015/1/21, 星期三 ,14℃,4℃,晴,旋转风 小于3级
1470,2015/1/22, 星期四 ,13℃,4℃,多云转阴,旋转风 小于3级
1471,2015/1/23, 星期五 ,13℃,5℃,多云,旋转风 小于3级
1472,2015/1/24, 星期六 ,13℃,7℃,多云转阴,旋转风 小于3级
1473,2015/1/25, 星期日 ,14℃,8℃,多云,旋转风 小于3级
1474,2015/1/26, 星期一 ,12℃,8℃,阴,旋转风 小于3级
1475,2015/1/27, 星期二 ,12℃,8℃,阴转小雨,旋转风 小于3级
1476,2015/1/28, 星期三 ,8℃,5℃,小雨,旋转风 小于3级
1477,2015/1/29, 星期四 ,7℃,3℃,小雨,旋转风 小于3级
1478,2015/1/30, 星期五 ,7℃,3℃,小雨,旋转风 小于3级
1479,2015/1/31, 星期六 ,6℃,3℃,雨夹雪转小雨,旋转风 小于3级
1480,2015/2/1, 星期日 ,7℃,2℃,小雨转阴,旋转风 小于3级
1481,2015/2/2, 星期一 ,8℃,3℃,多云,旋转风 小于3级
1482,2015/2/3, 星期二 ,9℃,3℃,多云转阴,旋转风 小于3级
1483,2015/2/4, 星期三 ,11℃,3℃,多云转阴,旋转风 小于3级
1484,2015/2/5, 星期四 ,12℃,3℃,阴,旋转风 小于3级
1485,2015/2/6, 星期五 ,9℃,3℃,阴,旋转风 小于3级
1486,2015/2/7, 星期六 ,13℃,3℃,多云转晴,旋转风 小于3级
1487,2015/2/8, 星期日 ,12℃,3℃,多云,旋转风 小于3级
1488,2015/2/9, 星期日 ,10℃,4℃,阴,旋转风 小于3级
1489,2015/2/10, 星期二 ,10℃,4℃,阴,旋转风 小于3级
1490,2015/2/11, 星期二 ,14℃,3℃,晴,旋转风 小于3级
1491,2015/2/12, 星期二 ,16℃,5℃,晴,旋转风 小于3级
1492,2015/2/13, 星期五 ,16℃,6℃,晴转阴,旋转风 小于3级
1493,2015/2/14, 星期六 ,13℃,7℃,阴,旋转风 小于3级
1494,2015/2/15, 星期日 ,17℃,8℃,多云,旋转风 小于3级
1495,2015/2/16, 星期一 ,18℃,8℃,阴转晴,旋转风 小于3级
1496,2015/2/17, 星期二 ,19℃,9℃,多云,旋转风 小于3级
1497,2015/2/18, 星期三 ,16℃,10℃,阴,旋转风 小于3级
1498,2015/2/19, 星期四 ,14℃,11℃,小雨转阴,旋转风 小于3级
1499,2015/2/20, 星期五 ,15℃,9℃,阴,旋转风 小于3级
1500,2015/2/21, 星期六 ,17℃,9℃,多云转阴,旋转风 小于3级
1501,2015/2/22, 星期日 ,16℃,9℃,阴,旋转风 小于3级
1502,2015/2/23, 星期一 ,15℃,8℃,阴,旋转风 小于3级
1503,2015/2/24, 星期二 ,16℃,9℃,多云转阴,旋转风 小于3级
1504,2015/2/25, 星期三 ,15℃,9℃,阴转多云,旋转风 小于3级
1505,2015/2/26, 星期四 ,13℃,9℃,多云转小雨,旋转风 小于3级
1506,2015/2/27, 星期五 ,13℃,9℃,小雨,旋转风 小于3级
1507,2015/2/28, 星期六 ,12℃,9℃,小雨转阴,旋转风 小于3级
1508,2015/3/1, 星期日 ,13℃,6℃,晴,旋转风 小于3级
1509,2015/3/2, 星期一 ,11℃,6℃,多云转阴,旋转风 小于3级
1510,2015/3/3, 星期二 ,12℃,7℃,阴,旋转风 小于3级
1511,2015/3/4, 星期三 ,9℃,7℃,小雨,旋转风 小于3级
1512,2015/3/5, 星期四 ,9℃,6℃,小雨,旋转风 小于3级
1513,2015/3/6, 星期五 ,12℃,6℃,阴,旋转风 小于3级
1514,2015/3/7, 星期六 ,15℃,7℃,多云转晴,旋转风 小于3级
1515,2015/3/8, 星期日 ,17℃,7℃,阴转晴,旋转风 小于3级
1516,2015/3/9, 星期一 ,18℃,9℃,多云,旋转风 小于3级
1517,2015/3/10, 星期二 ,13℃,10℃,小雨,旋转风 小于3级
1518,2015/3/11, 星期三 ,16℃,9℃,小雨转阴,旋转风 小于3级
1519,2015/3/12, 星期四 ,17℃,9℃,晴转多云,旋转风 小于3级
1520,2015/3/13, 星期五 ,20℃,9℃,晴,旋转风 小于3级
1521,2015/3/14, 星期六 ,18℃,11℃,阴转小雨,旋转风 小于3级
1522,2015/3/15, 星期日 ,20℃,11℃,阵雨转多云,旋转风 小于3级
1523,2015/3/16, 星期一 ,21℃,12℃,多云转阴,旋转风 小于3级
1524,2015/3/17, 星期二 ,20℃,14℃,阴,旋转风 小于3级
1525,2015/3/18, 星期三 ,20℃,14℃,晴转小雨,旋转风 小于3级
1526,2015/3/19, 星期四 ,19℃,14℃,小雨转阴,旋转风 小于3级
1527,2015/3/20, 星期五 ,21℃,12℃,阴转多云,旋转风 小于3级
1528,2015/3/21, 星期六 ,20℃,12℃,多云转晴,旋转风 小于3级
1529,2015/3/22, 星期日 ,16℃,12℃,阴,旋转风 小于3级
1530,2015/3/23, 星期一 ,22℃,12℃,多云,旋转风 小于3级
1531,2015/3/24, 星期二 ,20℃,13℃,小雨转多云,旋转风 小于3级
1532,2015/3/25, 星期三 ,20℃,13℃,阴转多云,旋转风 小于3级
1533,2015/3/26, 星期四 ,20℃,14℃,阴,旋转风 小于3级
1534,2015/3/27, 星期五 ,20℃,15℃,小雨转阴,旋转风 小于3级
1535,2015/3/28, 星期六 ,21℃,15℃,阴,旋转风 小于3级
1536,2015/3/29, 星期日 ,25℃,15℃,小雨转晴,旋转风 小于3级
1537,2015/3/30, 星期一 ,26℃,16℃,多云转晴,旋转风 小于3级
